kodeUrusan	kodeUrusanBidang	kodeProgram	kodeKegiatan	kodeSubKegiatan	nomenklatur
2	07	04	1.05		Pengesahan RPTKA Perpanjangan yang tidak Mengandung Perubahan Jabatan, Jumlah TKA, Dan Lokasi Kerja dalam 1 (Satu) Daerah Provinsi
2	07	04	1.05	01	Koordinasi dan Sinkronisasi Pengesahan RPTKA yang Tidak Mengandung Perubahan Jabatan, Jumlah TKA, dan Lokasi Kerja dalam 1 (Satu) Daerah Provinsi
2	07	04	1.06		Penerbitan Perpanjangan IMTA yang Lokasi Kerja Lebih dari 1 (Satu) Daerah Kabupaten/Kota dalam 1 (Satu) Daerah Provinsi
2	07	04	1.06	01	Koordinasi dan Sinkronisasi Perpanjangan IMTA yang Lokasi Kerja lebih dari 1 (Satu) Daerah Kabupaten/Kota dalam 1 (Satu) Daerah Provinsi
2	07	05			PROGRAM HUBUNGAN INDUSTRIAL
2	07	05	1.01		Pengesahan Peraturan Perusahaan dan Pendaftaran Perjanjian Kerja Bersama untuk yang Mempunyai Wilayah Kerja lebih dari 1 (Satu) Kabupaten/Kota
2	07	05	1.01	01	Pengesahan Peraturan Perusahaan yang Terkait Dengan Hubungan Industrial
2	07	05	1.01	02	Pendaftaran Perjanjian Kerja Bersama yang Terkait dengan Hubungan Industrial
2	07	05	1.01	03	Penyelenggaraan Pendataan dan Informasi Sarana Hubungan Industrial dan Jaminan Sosial Tenaga Kerja
2	07	05	1.02		Pencegahandan Penyelesaian Perselisihan Hubungan Industrial, Mogok Kerja, dan Penutupan Perusahaan yang Berakibat/ Berdampak pada Kepentingan di 1 (Satu) Daerah Provinsi
2	07	05	1.02	01	Pencegahan Perselisihan Hubungan Industrial, Mogok Kerja, dan Penutupan Perusahaan yang Berakibat/ Berdampak pada Kepentingan di 1 (Satu) Daerah Provinsi
2	07	05	1.02	02	Penyelesaian Perselisihan Hubungan Industrial, Mogok Kerja, dan Penutupan Perusahaan yang Berakibat/ Berdampak pada Kepentingan di 1 (Satu) Daerah Provinsi
2	07	05	1.02	03	Penyelenggaraan Verifikasi dan Rekapitulasi Keanggotaan pada Organisasi Pengusaha, Federasi dan Konfederasi Serikat Pekerja/Serikat Buruh serta non afiliasi
2	07	05	1.02	04	Pelaksanaan Operasional Lembaga Kerjasama Tripartit Daerah Provinsi
2	07	05	1.03		Penetapan Upah Minimum Provinsi (UMP), Upah Minimum Sektoral Provinsi (UMSP), Upah Minimum Kabupaten/Kota (UMK), dan Upah Minimum Sektoral Kabupaten/Kota (UMSK)
2	07	05	1.03	01	Penetapan Upah Minimum Provinsi (UMP)
2	07	05	1.03	02	Penetapan Upah Minimum Sektoral Provinsi (UMSP)
2	07	05	1.03	03	Penetapan Upah Minimum Kabupaten/Kota (UMK)
2	07	05	1.03	04	Penetapan Upah Minimum Sektoral Kabupaten/Kota (UMSK)
2	07	06			PROGRAM PENGAWASAN KETENAGAKERJAAN
2	07	06	1.01		Penyelenggaraan Pengawasan Ketenagakerjaan
2	07	06	1.01	01	Pengawasan Pelaksanaan Norma Kerja di Perusahaan
2	07	06	1.01	02	Penegakan Hukum Ketenagakerjaan di Perusahaan
2	07	06	1.01	03	Pelayanan Keselamatan dan Kesehatan Kerja di Perusahaan
2	08				URUSAN PEMERINTAHAN BIDANG PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK
2	08	02			PROGRAM PENGARUSUTAMAAN GENDER DAN PEMBERDAYAAN PEREMPUAN
2	08	02	1.01		Pelembagaan Pengarusutamaan Gender (PUG) Pada Lembaga Pemerintah Kewenangan Provinsi
2	08	02	1.01	01	Koordinasi dan Sinkronisasi Perumusan Kebijakan Pelaksanaan PUG Kewenangan Provinsi
2	08	02	1.01	02	Koordinasi dan Sinkronisasi Pelaksanaan PUG Kewenangan Provinsi
2	08	02	1.01	03	Advokasi Kebijakan dan Pendampingan Pelaksanaan PUG termasuk PPRG Kewenangan Provinsi
2	08	02	1.01	04	Sosialisasi kebijakan Pelaksanaan PUG termasuk PPRG Kewenangan Provinsi
2	08	02	1.02		Pemberdayaan Perempuan Bidang Politik, Hukum, Sosial, dan Ekonomi pada Organisasi Kemasyarakatan Kewenangan Provinsi
2	08	02	1.02	01	Sosialisasi Peningkatan Partisipasi Perempuan di Bidang Politik, Hukum, Sosial dan Ekonomi Kewenangan Provinsi
2	08	02	1.02	02	Advokasi Kebijakan dan Pendampingan Peningkatan Partisipasi Perempuan dalam Politik, Hukum, Sosial dan Ekonomi Kewenangan Provinsi
2	08	02	1.03		Penguatan dan Pengembangan Lembaga Penyedia Layanan Pemberdayaan Perempuan Kewenangan Provinsi
2	08	02	1.03	01	Advokasi Kebijakan dan Pendampingan kepada Lembaga Penyedia Layanan Pemberdayaan Perempuan Kewenangan Provinsi
2	08	02	1.03	02	Peningkatan Kapasitas Sumberdaya Lembaga Penyedia Layanan Pemberdayaan Perempuan Kewenangan Provinsi
2	08	02	1.03	03	Pengembangan Komunikasi Informasi dan Edukasi (KIE) Pemberdayaan Perempuan Kewenangan Provinsi
2	08	03			PROGRAM PERLINDUNGAN PEREMPUAN
2	08	03	1.01		Pencegahan Kekerasan terhadap Perempuan yang Melibatkan para Pihak Lingkup Daerah Provinsi Dan Lintas Daerah Kabupaten/Kota
2	08	03	1.01	01	Koordinasi dan Sinkronisasi Pelaksanaan Kebijakan, Program dan Kegiatan Pencegahan Kekerasan terhadap Perempuan Kewenangan Provinsi
2	08	03	1.01	02	Advokasi Kebijakan dan Pendampingan Layanan Perlindungan Perempuan Kewenangan Provinsi
2	08	03	1.02		Penyediaan Layanan Rujukan Lanjutan bagi Perempuan Korban Kekerasan yang Memerlukan Koordinasi Tingkat Daerah Provinsi dan Lintas Daerah Kabupaten/Kota
2	08	03	1.02	01	Penyediaan Layanan Pengaduan Masyarakat bagi Perempuan Korban Kekerasan Tingkat Daerah Provinsi dan Lintas Daerah Kabupaten/Kota
2	08	03	1.02	02	Koordinasi dan Sinkronisasi Pelaksanaan Penyediaan Layanan Rujukan Lanjutan bagi Perempuan Korban Kekerasan Kewenangan Provinsi
2	08	03	1.03		Penguatan dan Pengembangan Lembaga Penyedia Layanan Perlindungan Perempuan Kewenangan Provinsi
2	08	03	1.03	01	Advokasi Kebijakan dan Pendampingan Penyediaan Sarana Prasarana Layanan bagi Perempuan Korban Kekerasan Kewenangan Provinsi
2	08	03	1.03	02	Peningkatan Kapasitas Sumber Daya Lembaga Penyedia Layanan Penanganan bagi Perempuan Korban Kekerasan Kewenangan Provinsi
2	08	03	1.03	03	Penyediaan Kebutuhan Spesifik bagi Perempuan Dalam Situasi Darurat dan Kondisi Khusus Kewenangan Provinsi
2	08	03	1.03	04	Penguatan Jejaring antar Lembaga Penyedia Layanan Perlindungan Perempuan Kewenangan Provinsi dan Lintas Daerah Kabupaten/Kota
2	08	04			PROGRAM PENINGKATAN KUALITAS KELUARGA
2	08	04	1.01		Peningkatan Kualitas Keluarga dalam Mewujudkan Kesetaraan Gender (KG) dan Hak Anak Kewenangan Provinsi
2	08	04	1.01	01	Advokasi Kebijakan dan Pendampingan Keluarga Untuk Mewujudkan KG dan Perlindungan Anak Kewenangan Provinsi dan Lintas Kabupaten/Kota
2	08	04	1.01	02	Pelaksanaan Komunikasi, Informasi, Edukasi KG Dan Perlindungan Anak bagi Keluarga Kewenangan Provinsi
2	08	04	1.01	03	Pengembangan Kegiatan Masyarakat untuk Peningkatan Kualitas Keluarga Kewenangan Provinsi
2	08	04	1.02		Penguatan dan Pengembangan Lembaga Penyedia Layanan Peningkatan Kualitas Keluarga dalam Mewujudkan KG dan Hak Anak Kewenangan Provinsi
2	08	04	1.02	01	Advokasi Kebijakan dan Pendampingan Pengembangan Lembaga Penyedia Layanan Peningkatan Kualitas Keluarga Kewenangan Provinsi
2	08	04	1.02	02	Peningkatan Kapasitas Sumber Daya Lembaga Penyedia Layanan Peningkatan Kualitas Keluarga Kewenangan Provinsi
2	08	04	1.02	03	Penguatan Jejaring antar Lembaga Penyedia Layanan Peningkatan Kualitas Keluarga Kewenangan Provinsi
2	08	04	1.03		Penyediaan Layanan bagi Keluarga dalam Mewujudkan KG dan Hak Anak yang Wilayah Kerjanya Lintas Daerah Kabupaten/Kota
2	08	04	1.03	01	Pelaksanaan Penyediaan Layanan Komprehensif Bagi Keluarga dalam Mewujudkan KG dan Perlindungan Anak yang Wilayah Kerjanya Lingkup Daerah Provinsi dan Lintas Daerah Kabupaten/Kota
2	08	05			PROGRAM PENGELOLAAN SISTEM DATA GENDER DAN ANAK
2	08	05	1.01		Pengumpulan, Pengolahan Analisis dan Penyajian Data Gender dan Anak dalam Kelembagaan Data Di Tingkat Daerah Provinsi
2	08	05	1.01	01	Penyediaan Data Gender dan Anak Provinsi
2	08	05	1.01	02	Penyajian dan Pemanfaatan Data Gender dan Anak dalam Kelembagaan Data Provinsi
2	08	06			PROGRAM PEMENUHAN HAK ANAK (PHA)
2	08	06	1.01		Pelembagaan PHA pada Lembaga Pemerintah, Nonpemerintah, dan Dunia Usaha Kewenangan Provinsi
2	08	06	1.01	01	Advokasi Kebijakan dan Pendampingan Pemenuhan Hak Anak pada Lembaga Pemerintah, NonPemerintah, Media dan Dunia Usaha Kewenangan Provinsi
2	08	06	1.01	02	Koordinasi dan Sinkronisasi Pelembagaan Pemenuhan Hak Anak Kewenangan Provinsi
2	08	06	1.02		Penguatan dan Pengembangan Lembaga Penyedia Layanan Peningkatan Kualitas Hidup Anak Kewenangan Provinsi
2	08	06	1.02	01	Penyediaan Layanan Peningkatan Kualitas Hidup Anak Kewenangan Provinsi
2	08	06	1.02	02	Koordinasi dan Sinkronisasi Pelaksanaan Pendampingan Peningkatan Kualitas Hidup Anak Kewenangan Provinsi
2	08	06	1.02	03	Pengembangan Komunikasi, Informasi dan Edukasi Pemenuhan Hak Anak bagi Lembaga Penyedia Layanan Peningkatan Kualitas Hidup Anak Kewenangan Provinsi
2	08	06	1.02	04	Penguatan Jejaring Antar Lembaga Penyedia Layanan Peningkatan Kualitas Hidup Anak Kewenangan Provinsi dan Lintas Daerah Kabupaten/Kota
2	08	07			PROGRAM PERLINDUNGAN KHUSUS ANAK
2	08	07	1.01		Pencegahan Kekerasan terhadap Anak yang Melibatkan para Pihak Lingkup Daerah Provinsi Dan Lintas Daerah Kabupaten/Kota
2	08	07	1.01	01	Advokasi Kebijakan dan Pendampingan Pelaksanaan Kebijakan, Program dan Kegiatan Pencegahan Kekerasan terhadap Anak Kewenangan Provinsi
2	08	07	1.01	02	Koordinasi dan Sinkronisasi Pencegahan Kekerasan terhadap Anak Kewenangan Provinsi
2	08	07	1.02		Penyediaan Layanan bagi Anak yang Memerlukan Perlindungan Khusus yang Memerlukan Koordinasi Tingkat Daerah Provinsi
2	08	07	1.02	01	Penyediaan Layanan Anak yang Memerlukan Perlindungan Khusus Kewenangan Provinsi
2	08	07	1.02	02	Koordinasi dan Sinkronisasi Pelaksanaan Pendampingan Anak yang Memerlukan Perlindungan Khusus Kewenangan Provinsi
2	08	07	1.02	03	Pengembangan Komunikasi, Informasi, Edukasi Anak yang Memerlukan Perlindungan Khusus Kewenangan Provinsi
2	08	07	1.02	04	Penguatan Jejaring Antar Lembaga Penyedia Layanan Anak yang Memerlukan Perlindungan Khusus Kewenangan Provinsi
2	08	07	1.03		Penguatan dan Pengembangan Lembaga Penyedia Layanan bagi Anak yang Memerlukan Perlindungan Khusus Tingkat Daerah Provinsi Dan Lintas Daerah Kabupaten/Kota
2	08	07	1.03	01	Koordinasi dan Sinkronisasi Penyediaan Sarana Prasarana Layanan bagi Anak yang Memerlukan Perlindungan Khusus Kewenangan Provinsi
2	08	07	1.03	02	Koordinasi dan Sinkronisasi Peningkatan Kapasitas Sumber Daya Lembaga Penyedia Layanan Anak yang Memerlukan Perlindungan Khusus Kewenangan Provinsi
2	08	07	1.03	03	Koordinasi dan Sinkronisasi Penguatan Jejaring Antar Lembaga Penyedia Layanan Anak yang Memerlukan Perlindungan Khusus Kewenangan Provinsi
2	09				URUSAN PEMERINTAHAN BIDANG PANGAN
2	09	02			PROGRAM PENGELOLAAN SUMBER DAYA EKONOMI UNTUK KEDAULATAN DAN KEMANDIRIAN PANGAN
2	09	02	1.01		Penyediaan Infrastruktur dan Seluruh Pendukung Kemandirian Pangan pada Berbagai Sektor Sesuai Kewenangan Daerah Provinsi
2	09	02	1.01	01	Penyediaan Infrastruktur Lumbung Pangan
2	09	02	1.01	02	Penyediaan Infrastruktur Lantai Jemur
2	09	02	1.01	03	Penyediaan Infrastruktur Pendukung Kemandirian Pangan Lainnya
2	09	02	1.01	04	Koordinasi dan Sinkronisasi dalam Rangka Penyediaan Infrastruktur Logistik
2	09	02	1.01	05	Penyusunan Rencana dan Peta Jalan Kebutuhan Infrastruktur Pendukung Kemandirian Pangan
2	09	03			PROGRAM PENINGKATAN DIVERSIFIKASI DAN KETAHANAN PANGAN MASYARAKAT
2	09	03	1.01		Penyediaan dan Penyaluran Pangan Pokok atau Pangan Lainnya sesuai dengan Kebutuhan Daerah Provinsi dalam Rangka Stabilisasi Pasokan dan Harga Pangan
2	09	03	1.01	01	Penyediaan Informasi Harga Pangan dan Neraca Bahan Makanan
2	09	03	1.01	02	Penyediaan Pangan Berbasis Sumber Daya Lokal
2	09	03	1.01	03	Koordinasi, Sinkronisasi dan Pelaksanaan Distribusi Pangan Pokok Dan Pangan Lainnya
2	09	03	1.01	04	Koordinasi dan Sinkronisasi Pemantauan Stok, Pasokan dan Harga Pangan
2	09	03	1.01	05	Pengembangan Kelembagaan dan Jaringan Distribusi Pangan
2	09	03	1.02		Pengelolaan dan Keseimbangan Cadangan Pangan Provinsi
2	09	03	1.02	01	Koordinasi dan Sinkronisasi Pengendalian Cadangan Pangan Provinsi
2	09	03	1.02	02	Penyusunan Rencana Kebutuhan Pangan Lokal
2	09	03	1.02	03	Koordinasi, Sinkronisasi dan Pengadaan Cadangan Pangan Pemerintah Provinsi
2	09	03	1.02	04	Pemeliharaan Cadangan Pangan Pemerintah Provinsi
2	09	03	1.03		Penentuan Harga Minimum Daerah untuk Pangan Lokal yang Tidak Ditetapkan oleh Pemerintah Pusat
2	09	03	1.03	01	Koordinasi dan Sinkronisasi Penentuan Harga Minimum Pangan Pokok Lokal
2	09	03	1.04		Promosi Pencapaian Target Konsumsi Pangan Perkapita/Tahun Sesuai dengan Angka Kecukupan Gizi melalui Media Provinsi
2	09	03	1.04	01	Promosi Penganekaragaman Konsumsi Pangan Berbasis Sumber Daya Lokal
2	09	03	1.04	02	Koordinasi dan Sinkronisasi Pelaksanaan Advokasi, Edukasi, dan Sosialisasi Konsumsi Pangan Beragam, Bergizi, Seimbang dan Aman (B2SA)
2	09	03	1.04	03	Koordinasi dan Sinkronisasi Pemantauan dan Evaluasi Konsumsi per Kapita per Tahun
2	09	04			PROGRAM PENANGANAN KERAWANAN PANGAN
2	09	04	1.01		Penyusunan Peta Kerentanan dan Ketahanan Pangan kewenangan Provinsi
2	09	04	1.01	01	Penyusunan, Pemutakhiran dan Analisis Peta Ketahanan dan Kerentanan Pangan Provinsi dan Kabupaten/Kota
2	09	04	1.02		Penanganan Kerawanan Pangan Kewenangan Provinsi
2	09	04	1.02	01	Koordinasi dan Sinkronisasi Penanganan Kerawanan Pangan Provinsi
2	09	04	1.02	02	Pelaksanaan Pengadaan, Pengelolaan, dan Penyaluran Cadangan Pangan pada Kerawanan Pangan yang Mencakup lebih dari 1 (Satu) Daerah Kabupaten/Kota dalam 1 (satu) Daerah Provinsi
2	09	05			PROGRAM PENGAWASAN KEAMANAN PANGAN
2	09	05	1.01		Pelaksanaan Pengawasan Keamanan Pangan Segar Distribusi Lintas Daerah Kabupaten/Kota
2	09	05	1.01	01	Penguatan Kelembagaan Keamanan Pangan Segar Provinsi
2	09	05	1.01	02	Sertifikasi Keamanan Pangan Segar Asal Tumbuhan Lintas Daerah Kabupaten/Kota
2	09	05	1.01	03	Registrasi Keamanan Pangan Segar Asal Tumbuhan Lintas Daerah Kabupaten/Kota
2	09	05	1.01	04	Rekomendasi Keamanan Pangan Segar Asal Tumbuhan Lintas Daerah Kabupaten/Kota
2	09	05	1.01	05	Penyediaan Sarana dan Prasarana Pengujian Mutu dan Keamanan Pangan Segar Asal Tumbuhan
2	10				URUSAN PEMERINTAHAN BIDANG PERTANAHAN
2	10	02			PROGRAM PENGELOLAAN IZIN LOKASI
2	10	02	1.01		Pemberian Izin Lokasi Lintas Daerah Kabupaten/Kota dalam 1 (Satu) Daerah Provinsi
2	10	02	1.01	01	Koordinasi dan Sinkronisasi Pemberian Izin Lokasi dalam Rangka Penanaman Modal dan Kemudahan Berusaha Kewenangan Provinsi
2	10	03			PROGRAM PENGADAAN TANAH UNTUK KEPENTINGAN UMUM
2	10	03	1.01		Penetapan Lokasi Pengadaan Tanah untuk Kepentingan Umum di Wilayah Provinsi
2	10	03	1.01	01	Pemberitahuan, Pendataan Awal Lokasi, Konsultasi Publik Rencana Pembangunan dan Penetapan Lokasi Pengadaan Tanah untuk Kepentingan Umum
2	10	04			PROGRAM PENYELESAIAN SENGKETA TANAH GARAPAN
2	10	04	1.01		Penyelesaian Sengketa Tanah Garapan Lintas Daerah Kabupaten/Kota dalam 1 (Satu) Daerah Provinsi
2	10	04	1.01	01	Inventarisasi Sengketa, Konflik, dan Perkara Pertanahan dalam 1 (Satu) Daerah Provinsi
2	10	04	1.01	02	Mediasi Penyelesaian Sengketa Tanah Garapan Dalam 1 (Satu) Daerah Provinsi
2	10	05			PROGRAM PENYELESAIAN GANTI KERUGIAN DAN SANTUNAN TANAH UNTUK PEMBANGUNAN
2	10	05	1.01		Penyelesaian Masalah Ganti Kerugian dan Santunan Tanah untuk Pembangunan oleh Pemerintah Daerah Provinsi
2	10	05	1.01	01	Koordinasi dan Sinkronisasi Penyelesaian Masalah Ganti Kerugian dan Santunan Tanah Untuk Pembangunan oleh Pemerintah Daerah Provinsi
2	10	05	1.01	02	Penyelesaian Santunan Tanah untuk Pembangunan oleh Pemerintah Daerah Provinsi
2	10	06			PROGRAM REDISTRIBUSI TANAH DAN GANTI KERUGIAN TANAH KELEBIHAN MAKSIMUM DAN TANAH ABSENTEE
2	10	06	1.01		Penetapan Subyek dan Obyek Redistribusi Tanah Lintas Daerah Kabupaten/Kota dalam 1 (Satu) Daerah Provinsi
2	10	06	1.01	01	Inventarisasi Subyek dan Obyek Redistribusi Tanah
2	10	06	1.01	02	Koordinasi Penetapan Redistribusi Tanah Obyek Reforma Agraria Lintas Daerah Kabupaten/Kota
2	10	06	1.01	03	Koordinasi dan Sinkronisasi Penataan Akses Dalam Pemanfaatan Redistribusi Tanah Lintas Daerah Kabupaten/Kota
2	10	06	1.02		Penetapan Ganti Kerugian Tanah Kelebihan Maksimum dan Tanah Absentee Lintas Daerah Kabupaten/Kota dalam 1 (Satu) Daerah Provinsi
2	10	06	1.02	01	Inventarisasi Tanah Kelebihan Maksimum dan Tanah Absentee Lintas Daerah Kabupaten/Kota
2	10	06	1.02	02	Koordinasi Penetapan Ganti Kerugian Tanah Kelebihan Maksimum dan Tanah Absentee Lintas Daerah Kabupaten/Kota
2	10	07			PROGRAM PENETAPAN TANAH ULAYAT
2	10	07	1.01		Penetapan Tanah Ulayat yang Lokasinya Lintas Daerah Kabupaten/Kota dalam 1 (Satu) Daerah Provinsi
2	10	07	1.01	01	Koordinasi dan Sinkronisasi Survei dan Pemetaan Batas Tanah Ulayat Lintas Daerah Kabupaten/Kota dalam 1 (Satu) Daerah Provinsi
2	10	07	1.01	02	Penetapan Tanah Ulayat Lintas Daerah Kabupaten/Kota dalam 1 (Satu) Daerah Provinsi Sesuai dengan Ketentuan Peraturan Perundang- Undangan yang Berlaku
2	10	08			PROGRAM PENGELOLAAN TANAH KOSONG
2	10	08	1.01		Penyelesaian Masalah Tanah Kosong
2	10	08	1.01	01	Koordinasi dan Sinkronisasi Penyelesaian Tanah Kosong di Dalam 1 (Satu) Daerah Provinsi
2	10	08	1.02		Inventarisasi dan Pemanfaatan Tanah Kosong
2	10	08	1.02	01	Pelaksanaan Inventarisasi Tanah Kosong
2	10	08	1.02	02	Pemanfaatan Tanah Kosong
2	10	09			PROGRAM PENGELOLAAN IZIN MEMBUKA TANAH - Tidak ada Kewenangan Provinsi
2	10	10			PROGRAM PENATAGUNAAN TANAH
2	10	10	1.01		Perencanaan Penggunaan Tanah yang Hamparannya Lintas Daerah Kabupaten/Kota Dalam 1 (Satu) Daerah Provinsi
2	10	10	1.01	01	Koordinasi dan Sinkronisasi Perencanaan Penggunaan Tanah
2	10	10	1.01	02	Koordinasi dan Sinkronisasi Pelaksanaan Konsolidasi Tanah Kewenangan Provinsi
2	10	10	1.02		Pengelolaan Tanah Kasultanan dan Tanah Kadipaten ****)
2	10	10	1.02	01	Penatausahaan Tanah Kasultanan dan Tanah Kadipaten ****)
2	10	10	1.02	02	Pemeliharaan Dokumen Pertanahan ****)
2	10	10	1.02	03	Peningkatan Kapasitas Lembaga Pertanahan Kasultanan dan Kadipaten ****)
2	10	10	1.02	04	Pengawasan Tanah Kasultanan, Tanah Kadipaten, Dan Tanah Desa ****)
2	10	10	1.02	05	Perencanaan Program/ Kegiatan Urusan Pertanahan ****)
2	10	10	1.02	06	Monitoring dan Evaluasi Pelaksanaan Program/Kegiatan Urusan Pertanahan ****)
2	10	10	1.03		Pemanfaatan Tanah Kasultanan dan Tanah Kadipaten ****)
2	10	10	1.03	01	Penyiapan Bahan Pertimbangan Teknis Ijin Penggunaan Tanah Kasultanan dan Kadipaten ****)
2	10	10	1.03	02	Penanganan Keberatan dan Sengketa Pertanahan Tanah Kasultanan, Tanah Kadipaten dan Tanah Desa ****)
2	10	10	1.04		Sarana dan Prasarana Keistimewaan ****)
2	10	10	1.04	01	Pengadaan Sarana dan Prasarana Pendukung Pelaksanaan Kegiatan Urusan Keistimewaan (Pertanahan) ****)
2	11				URUSAN PEMERINTAHAN BIDANG LINGKUNGAN HIDUP
2	11	02			PROGRAM PERENCANAAN LINGKUNGAN HIDUP
2	11	02	1.01		Rencana Perlindungan dan Pengelolaan Lingkungan Hidup (RPPLH) Provinsi
2	11	02	1.01	01	Penyusunan dan Penetapan RPPLH Provinsi
2	11	02	1.01	02	Pengendalian Pelaksanaan RPPLH Provinsi
2	11	02	1.02		Penyelenggaraan Kajian Lingkungan Hidup Strategis (KLHS) Provinsi
2	11	02	1.02	01	Pembuatan dan Pelaksanaan KLHS Rencana Tata Ruang
2	11	02	1.02	02	Pembuatan dan Pelaksanaan KLHS RPJPD/RPJMD
2	11	02	1.02	03	Pembuatan dan Pelaksanaan KLHS untuk Zonasi Wilayah Pesisir dan Pulau-pulau Kecil
2	11	02	1.02	04	Pembuatan dan Pelaksanaan KLHS untuk KRP yang Berpotensi Menimbulkan dampak/Resiko Lingkungan Hidup
2	11	03			PROGRAM PENGENDALIAN PENCEMARAN DAN/ATAU KERUSAKAN LINGKUNGAN HIDUP
2	11	03	1.01		Pencegahan Pencemaran dan/atau Kerusakan Lingkugan Hidup
2	11	03	1.01	01	Koordinasi, Sinkronisasi dan Pelaksanaan Pencegahan Pencemaran Lingkungan Hidup Dilaksanakan terhadap Media Tanah, Air, Udara Dan Laut
2	11	03	1.01	02	Koordinasi, Sinkronisasi dan Pelaksanaan Pengendalian Emisi Gas Rumah Kaca, Mitigasi Dan Adaptasi Perubahan Iklim
2	11	03	1.02		Penanggulangan Pencemaran dan/atau Kerusakan Lingkungan Hidup
2	11	03	1.02	01	Pemberian Informasi Peringatan Pencemaran Dan/atau Kerusakan Lingkungan Hidup pada Masyarakat
2	11	03	1.02	02	Pengisolasian Pencemaran dan/atau Kerusakan Lingkungan Hidup
2	11	03	1.02	03	Penghentian Pencemaran dan/atau Kerusakan Lingkungan Hidup
2	11	03	1.03		Pemulihan Pencemaran dan/atau Kerusakan Lingkungan Hidup
2	11	03	1.03	01	Koordinasi dan Sinkronisasi Penghentian Sumber Pencemaran
2	11	03	1.03	02	Koordinasi dan Sinkronisasi Pembersihan Unsur Pencemar
2	11	03	1.03	03	Koordinasi, Sinkronisasi dan Pelaksanaan Remediasi
2	11	03	1.03	04	Koordinasi, Sinkronisasi dan Pelaksanaan Rehabilitasi
2	11	03	1.03	05	Koordinasi, Sinkronisasi dan Pelaksanaan Restorasi
2	11	04			PROGRAM PENGELOLAAN KEANEKARAGAMAN HAYATI (KEHATI)
2	11	04	1.01		Pengelolaan Keanekaragaman Hayati Provinsi
2	11	04	1.01	01	Penyusunan dan Penetapan Rencana Pengelolaan Keanekaragaman Hayati
2	11	04	1.01	02	Pengelolaan Taman Keanekaragaman Hayati di Luar Kawasan Hutan
2	11	04	1.01	03	Pengelolaan Kebun Raya
2	11	04	1.01	04	Pengelolaan Ruang Terbuka Hijau (RTH)
2	11	04	1.01	05	Pengelolaan Taman Keanekaragaman Hayati Lainnya
2	11	04	1.01	06	Pengembangan Kapasitas Kelembagaan dan SDM Dalam Pengelolaan Keanekaragaman Hayati
2	11	04	1.01	07	Pengelolaan Sarana dan Prasarana Keanekaragam Hayati
2	11	05			PROGRAM PENGENDALIAN BAHAN BERBAHAYA DAN BERACUN (B3) DAN LIMBAH BAHAN BERBAHAYA DAN BERACUN (LIMBAH B3)
2	11	05	1.01		Pengumpulan Limbah B3 Lintas Daerah Kabupaten/Kota dalam 1 (Satu) Daerah Provinsi
2	11	05	1.01	01	Fasilitasi Pemenuhan Komitmen Izin Pengumpulan Limbah B3 Dilaksanakan Melalui Sistem Pelayanan Perizinan Berusaha Terintegrasi Secara Elektronik
2	11	05	1.01	02	Koordinasi dan Sinkronisasi Pengelolaan Limbah B3 dengan Pemerintah Pusat dalam Rangka Pengangkutan, Pemanfaatan, Pengolahan, Dan/atau Penimbunan
2	11	06			PROGRAM PEMBINAAN DAN PENGAWASAN TERHADAP IZIN LINGKUNGAN DAN IZIN PERLINDUNGAN DAN PENGELOLAAN LINGKUNGAN HIDUP (PPLH)
2	11	06	1.01		Pembinaan dan Pengawasan Izin Lingkungan dan Izin PPLH yang Diterbitkan oleh Pemerintah Daerah Provinsi
2	11	06	1.01	01	Fasilitasi Pemenuhan Ketentuan dan Kewajiban Izin Lingkungan dan/atau Izin PPLH
2	11	06	1.01	02	Pengembangan Kapasitas Pejabat Pengawas Lingkungan Hidup
2	11	06	1.01	03	Pengawasan usaha dan/atau Kegiatan yang Izin Lingkungan Hidup, Izin PPLH yang Diterbitkan Oleh Pemerintah Daerah Provinsi
2	11	06	1.01	04	Koordinasi dan sinkronisasi Pengawasan dan Penerapan Sanksi Upaya dan Rencana PPLH
2	11	07			PROGRAM PENGAKUAN KEBERADAAN MASYARAKAT HUKUM ADAT (MHA), KEARIFAN LOKAL DAN HAK MHA YANG TERKAIT DENGAN PPLH
2	11	07	1.01		Pengakuan MHA dan Kearifan Lokal, Pengetahuan Tradisional dan Hak MHA yang terkait dengan PPLH
2	11	07	1.01	01	Koordinasi, sinkronisasi, Penyediaan Data dan Informasi Pengakuan Keberadaan MHA Kearifan Lokal atau Pengetahuan Tradisional dan Hak Kearifan Lokal atau Pengetahuan Tradisional dan Hak MHA terkait dengan PPLH
2	11	07	1.02		Peningkatan Kapasitas MHA dan Kearifan Lokal, Pengetahuan Tradisional dan Hak MHA yang Terkait dengan PPLH
2	11	07	1.02	01	Pemberdayaan, Kemitraan, Pendampingan dan Penguatan Kelembagaan MHA, Kearifan Lokal, Pengetahuan Tradisional dan Hak MHA terkait Dengan PPLH
2	11	08			PROGRAM PENINGKATAN PENDIDIKAN, PELATIHAN DAN PENYULUHAN LINGKUNGAN HIDUP UNTUK MASYARAKAT
