kodeUrusan 	kodeUrusanBidang 	kodeProgram 	kodeKegiatan 	kodeSubKegiatan 	Nomenklatur
1 	6 	4 	02.01 	12 	Pemberian Pelayanan Reunifikasi Keluarga
1 	6 	4 	02.01 	13 	Pemberian Layanan Rujukan
1 	6 	4 	02.02 	 	Rehabilitasi Sosial Penyandang Masalah Kesejahteraan Sosial (PMKS) Lainnya Bukan Korban HIV/Aids dan Napza di Luar Panti Sosial
1 	6 	4 	02.02 	1 	Pemberian Layanan Data dan Pengaduan
1 	6 	4 	02.02 	2 	Pemberian Layanan Kedaruratan
1 	6 	4 	02.02 	3 	Penyediaan Permakanan
1 	6 	4 	02.02 	4 	Penyediaan Sandang
1 	6 	4 	02.02 	5 	Penyediaan Alat Bantu
1 	6 	4 	02.02 	6 	Penyediaan Perbekalan Kesehatan Di Luar Panti
1 	6 	4 	02.02 	7 	Pemberian Bimbingan Fisik, Mental, Spiritual, Dan Sosial
1 	6 	4 	02.02 	8 	Pemberian Bimbingan Sosial Kepada Keluarga Penyandang Disabilitas Terlantar, Anak Terlantar, Lanjut Usia Terlantar, serta Gelandangan Pengemis dan Masyarakat
1 	6 	4 	02.02 	9 	Fasilitasi Pembuatan Nomor Induk Kependudukan, Akta Kelahiran, Surat Nikah, dan Kartu Identitas Anak
1 	6 	4 	02.02 	10 	Pemberian Akses ke Layanan Pendidikan dan Kesehatan Dasar
1 	6 	4 	02.02 	11 	Pemberian Pelayanan Penelusuran Keluarga
1 	6 	4 	02.02 	12 	Pemberian Pelayanan Reunifikasi Keluarga
1 	6 	4 	02.02 	13 	Pemberian Layanan Rujukan
1 	6 	4 	02.02 	14 	Kerjasama Antar Lembaga dan Kemitraan dalam Pelaksanaan Rehabilitasi Sosial Kabupaten/Kota
1 	6 	5 	 	 	PROGRAM PERLINDUNGAN DAN JAMINAN SOSIAL
1 	6 	5 	02.01 	 	Pemeliharaan Anak-Anak Terlantar
1 	6 	5 	02.01 	1 	Penjangkauan Anak-Anak Terlantar
1 	6 	5 	02.01 	2 	Rujukan Anak-Anak Terlantar
1 	6 	5 	02.01 	3 	Pemantauan Terhadap Pelaksanaan Pemeliharaan Anak Terlantar
1 	6 	5 	02.02 	 	Pengelolaan Data Fakir Miskin Cakupan Daerah Kabupaten/Kota
1 	6 	5 	02.02 	1 	Pendataan Fakir Miskin Cakupan Daerah Kabupaten/Kota
1 	6 	5 	02.02 	2 	Pengelolaan Data Fakir Miskin Cakupan Daerah Kabupaten/Kota
1 	6 	6 	 	 	PROGRAM PENANGANAN BENCANA
1 	6 	6 	02.01 	 	Perlindungan Sosial Korban Bencana Alam dan Sosial Kabupaten/Kota
1 	6 	6 	02.01 	1 	Penyediaan Makanan
1 	6 	6 	02.01 	2 	Penyediaan Sandang
1 	6 	6 	02.01 	3 	Penyediaan Tempat Penampungan Pengungsi
1 	6 	6 	02.01 	4 	Penanganan Khusus Bagi Kelompok Rentan
1 	6 	6 	02.01 	5 	Pelayanan Dukungan Psikososial
1 	6 	6 	02.02 	 	Penyelenggaraan Pemberdayaan Masyarakat Terhadap Kesiapsiagaan Bencana Kabupaten/Kota
1 	6 	6 	02.02 	1 	Koordinasi, Sosialisasi dan Pelaksanaan Kampung Siaga Bencana
1 	6 	6 	02.02 	2 	Koordinasi, Sosialisasi dan Pelaksanaan Taruna Siaga Bencana
1 	6 	7 	 	 	PROGRAM PENGELOLAAN TAMAN MAKAM PAHLAWAN
1 	6 	7 	02.01 	 	Pemeliharaan Taman Makam Pahlawan Nasional Kabupaten/Kota
1 	6 	7 	02.01 	1 	Rehabilitasi Sarana Dan Prasarana Taman Makam Pahlawan Nasional Kabupaten/Kota
1 	6 	7 	02.01 	2 	Pemeliharaan Taman Makam Pahlawan Nasional Kabupaten/Kota
1 	6 	7 	02.01 	3 	Pengamanan Taman Makam Pahlawan Nasional Kabupaten/Kota
2 	 	 	 	 	URUSAN PEMERINTAHAN WAJIB YANG TIDAK BERKAITAN DENGAN Pelayanan DASAR
2 	7 	 	 	 	URUSAN PEMERINTAHAN BIDANG TENAGA KERJA
2 	7 	2 	 	 	PROGRAM PERENCANAAN TENAGA KERJA
2 	7 	2 	02.01 	 	Penyusunan Rencana Tenaga Kerja (RTK)
2 	7 	2 	02.01 	1 	Penyusunan Rencana Tenaga Kerja Makro
2 	7 	2 	02.01 	2 	Penyusunan Rencana Tenaga Kerja Mikro
2 	7 	3 	 	 	PROGRAM PELATIHAN KERJA DAN PRODUKTIVITAS TENAGA KERJA
2 	7 	3 	02.01 	 	Pelaksanaan Pelatihan berdasarkan Unit Kompetensi
2 	7 	3 	02.01 	1 	Proses Pelaksanaan Pendidikan dan Pelatihan Keterampilan bagi Pencari Kerja Berdasarkan Klaster Kompetensi
2 	7 	3 	02.01 	2 	Koordinasi Lintas Lembaga dan Kerja Sama Dengan Sektor Swasta untuk Penyediaan Instruktur serta Sarana dan Prasarana Lembaga Pelatihan Kerja
2 	7 	3 	02.02 	 	Pembinaan Lembaga Pelatihan Kerja Swasta
2 	7 	3 	02.02 	1 	Pembinaan Lembaga Pelatihan Kerja Swasta
2 	7 	3 	02.03 	 	Perizinan dan Pendaftaran Lembaga Pelatihan Kerja
2 	7 	3 	02.03 	1 	Penyediaan Sumber Daya Perizinan Lembaga Pelatihan Kerja secara Terintegrasi
2 	7 	3 	02.04 	 	Konsultansi Produktivitas pada Perusahaan Kecil
2 	7 	3 	02.04 	1 	Pelaksanaan Konsultasi Produktivitas kepada Perusahaan Kecil
2 	7 	3 	02.05 	 	Pengukuran Produktivitas Tingkat Daerah Kabupaten/Kota
2 	7 	3 	02.05 	1 	Pengukuran Kompetensi dan Produktivitas Tenaga Kerja
2 	7 	4 	 	 	PROGRAM PENEMPATAN TENAGA KERJA
2 	7 	4 	02.01 	 	Pelayanan Antarkerja di Daerah Kabupaten/Kota
2 	7 	4 	02.01 	1 	Penyediaan Sumber Daya Pelayanan antar Kerja
2 	7 	4 	02.01 	2 	Pelayanan antar Kerja
2 	7 	4 	02.01 	3 	Penyuluhan dan Bimbingan Jabatan bagi Pencari Kerja
2 	7 	4 	02.01 	4 	Penyelenggaraan Unit Layanan Disabilitas Ketenagakerjaan
2 	7 	4 	02.02 	 	Penerbitan Izin Lembaga Penempatan Tenaga Kerja Swasta (LPTKS) dalam 1 (Satu) Daerah Kabupaten/Kota
2 	7 	4 	02.02 	1 	Penyediaan Sumber Daya Perizinan LPTKS secara Terintegrasi
2 	7 	4 	02.02 	2 	Pengawasan dan Pengendalian LPTKS
2 	7 	4 	02.03 	 	Pengelolaan Informasi Pasar Kerja
2 	7 	4 	02.03 	1 	Pemeliharaan dan Operasional Aplikasi Informasi Pasar Kerja Online
2 	7 	4 	02.03 	2 	Pelayanan dan Penyediaan Informasi Pasar Kerja Online
2 	7 	4 	02.03 	3 	Job Fair/Bursa Kerja
2 	7 	4 	02.04 	 	Pelindungan PMI (Pra dan Purna Penempatan) di Daerah Kabupaten/Kota
2 	7 	4 	02.04 	1 	Peningkatan Pelindungan dan Kompetensi Calon Pekerja Migran Indonesia (PMI)/Pekerja Migran Indonesia (PMI)
2 	7 	4 	02.04 	2 	Penyediaan Layanan Terpadu pada Calon Pekerja Migran
2 	7 	4 	02.04 	3 	Pemberdayaan Pekerja Migran Indonesia Purna Penempatan
2 	7 	4 	02.05 	 	Penerbitan Perpanjangan IMTA yang Lokasi Kerja Dalam 1 (Satu) Daerah Kabupaten/Kota
2 	7 	4 	02.05 	1 	Koordinasi dan Sinkronisasi Perpanjangan IMTA yang Lokasi Kerja dalam 1 (Satu) Daerah Kabupaten/Kota
2 	7 	5 	 	 	PROGRAM HUBUNGAN INDUSTRIAL
2 	7 	5 	02.01 	 	Pengesahan Peraturan Perusahaan dan Pendaftaran Perjanjian Kerja Bersama untuk Perusahaan yang hanya Beroperasi dalam 1 (Satu) Daerah Kabupaten/Kota
2 	7 	5 	02.01 	1 	Pengesahan Peraturan Perusahaan bagi Perusahaan
2 	7 	5 	02.01 	2 	Pendaftaran Perjanjian Kerjasama bagi Perusahaan
2 	7 	5 	02.01 	3 	Penyelenggaraan Pendataan dan Informasi Sarana Hubungan Industrial dan Jaminan Sosial Tenaga Kerja
2 	7 	5 	02.02 	 	Pencegahan dan Penyelesaian Perselisihan Hubungan Industrial, Mogok Kerja dan Penutupan Perusahaan di Daerah Kabupaten/Kota
2 	7 	5 	02.02 	1 	Pencegahan Perselisihan Hubungan Industrial, Mogok Kerja, dan Penutupan Perusahaan yang Berakibat/Berdampak pada Kepentingan di 1 (Satu) Daerah Kabupaten/Kota
2 	7 	5 	02.02 	2 	Penyelesaian Perselisihan Hubungan Industrial, Mogok Kerja, dan Penutupan Perusahaan yang Berakibat/Berdampak pada Kepentingan di 1 (Satu) Daerah Kabupaten/Kota
2 	7 	5 	02.02 	3 	Penyelenggaraan Verifikasi dan Rekapitulasi Keanggotaan pada Organisasi Pengusaha, Federasi dan Konfederasi Serikat Pekerja/Serikat Buruh serta non afiliasi
2 	7 	5 	02.02 	4 	Pelaksanaan Operasional Lembaga Kerjasama Tripartit Daerah Kabupaten/Kota
2 	7 	6 	 	 	PROGRAM Pengawasan KETENAGAKERJAAN - Tidak Ada Kewenangan Kabupaten/Kota
2 	8 	 	 	 	URUSAN PEMERINTAHAN BIDANG PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK
2 	8 	2 	 	 	PROGRAM PENGARUSUTAMAAN GENDER DAN PEMBERDAYAAN PEREMPUAN
2 	8 	2 	02.01 	 	Pelembagaan Pengarusutamaan Gender (PUG) Pada Lembaga Pemerintah Kewenangan Kabupaten/Kota
2 	8 	2 	02.01 	1 	Koordinasi dan Sinkronisasi Perumusan Kebijakan Pelaksanaan PUG
2 	8 	2 	02.01 	2 	Koordinasi dan Sinkronisasi Pelaksanaan PUG Kewenangan Kabupaten/Kota
2 	8 	2 	02.01 	3 	Advokasi Kebijakan dan Pendampingan Pelaksanaan PUG termasuk PPRG
2 	8 	2 	02.01 	4 	Sosialisasi kebijakan Pelaksanaan PUG termasuk PPRG
2 	8 	2 	02.02 	 	Pemberdayaan Perempuan Bidang Politik, Hukum, Sosial, dan Ekonomi pada Organisasi Kemasyarakatan Kewenangan Kabupaten/Kota
2 	8 	2 	02.02 	1 	Sosialisasi Peningkatan Partisipasi Perempuan di Bidang Politik, Hukum, Sosial dan Ekonomi
2 	8 	2 	02.02 	2 	Advokasi Kebijakan dan Pendampingan Peningkatan Partisipasi Perempuan dam Politik, Hukum, Sosial dan Ekonomi
2 	8 	2 	02.03 	 	Penguatan dan Pengembangan Lembaga Penyedia Layanan Pemberdayaan Perempuan Kewenangan Kabupaten/Kota
2 	8 	2 	02.03 	1 	Advokasi Kebijakan dan Pendampingan kepada Lembaga Penyedia Layanan Pemberdayaan Perempuan Kewenangan Kabupaten/Kota
2 	8 	2 	02.03 	2 	Peningkatan Kapasitas Sumber Daya Lembaga Penyedia Layanan Pemberdayaan Perempuan Kewenangan Kabupaten/Kota
2 	8 	2 	02.03 	3 	Pengembangan Komunikasi, Informasi dan Edukasi(KIE) Pemberdayaan Perempuan Kewenangan Kabupaten/Kota
2 	8 	3 	 	 	PROGRAM PERLINDUNGAN PEREMPUAN
2 	8 	3 	02.01 	 	Pencegahan Kekerasan terhadap Perempuan Lingkup Daerah Kabupaten/Kota
2 	8 	3 	02.01 	1 	Koordinasi dan Sinkronisasi Pelaksanaan Kebijakan, PROGRAM dan Kegiatan Pencegahan Kekerasan terhadap Perempuan Lingkup Daerah Kabupaten/Kota
2 	8 	3 	02.01 	2 	Advokasi Kebijakan dan Pendampingan Layanan Perlindungan Perempuan Kewenangan Kabupaten/Kota
2 	8 	3 	02.02 	 	Penyediaan Layanan Rujukan Lanjutan bagi Perempuan Korban Kekerasan yang Memerlukan Koordinasi Kewenangan Kabupaten/Kota
2 	8 	3 	02.02 	1 	Penyediaan Layanan Pengaduan Masyarakat bagi Perempuan Korban Kekerasan Kewenangan Kabupaten/Kota
2 	8 	3 	02.02 	2 	Koordinasi dan Sinkronisasi Pelaksanaan Penyediaan Layanan Rujukan Lanjutan bagi Perempuan Korban Kekerasan Kewenangan Kabupaten/Kota
2 	8 	3 	02.03 	 	Penguatan dan Pengembangan Lembaga Penyedia Layanan Perlindungan Perempuan Tingkat Daerah Kabupaten/Kota
2 	8 	3 	02.03 	1 	Advokasi Kebijakan dan Pendampingan Penyediaan Sarana Prasarana Layanan bagi Perempuan Korban Kekerasan Kewenangan Kabupaten/Kota
2 	8 	3 	02.03 	2 	Peningkatan Kapasitas Sumber Daya Lembaga Penyedia Layanan Penanganan bagi Perempuan Korban Kekerasan Kewenangan Kabupaten/Kota
2 	8 	3 	02.03 	3 	Penyediaan Kebutuhan Spesifik bagi Perempuan Dalam Situasi Darurat dan Kondisi Khusus Kewenangan Kabupaten/Kota
2 	8 	3 	02.03 	4 	Penguatan Jejaring antar Lembaga Penyedia Layanan Perlindungan Perempuan Kewenangan Kabupaten/Kota
2 	8 	4 	 	 	PROGRAM Peningkatan KUALITAS KELUARGA
2 	8 	4 	02.01 	 	Peningkatan Kualitas Keluarga dalam Mewujudkan Kesetaraan Gender (KG) dan Hak Anak tingkat Daerah Kabupaten/Kota
2 	8 	4 	02.01 	1 	Advokasi Kebijakan dan Pendampingan untuk Mewujudkan KG dan Perlindungan Anak Kewenangan Kabupaten/Kota
2 	8 	4 	02.01 	2 	Pelaksanaan Komunikasi, Informasi dan Edukasi KG dan Perlindungan Anak bagi Keluarga Kewenangan Kabupaten/Kota
2 	8 	4 	02.01 	3 	Pengembangan Kegiatan Masyarakat untuk Peningkatan Kualitas Keluarga Kewenangan Kabupaten/Kota
2 	8 	4 	02.02 	 	Penguatan dan Pengembangan Lembaga Penyedia Layanan Peningkatan Kualitas Keluarga dalam Mewujudkan KG dan Hak Anak yang Wilayah Kerjanya dalam Daerah Kabupaten/Kota
2 	8 	4 	02.02 	1 	Advokasi Kebijakan dan Pendampingan Pengembangan Lembaga Penyedia Layanan Peningkatan Kualitas Keluarga Tingkat Daerah Kabupaten/Kota
2 	8 	4 	02.02 	2 	Peningkatan Kapasitas Sumber Daya Lembaga Penyedia Layanan Peningkatan Kualitas Keluarga Tingkat Daerah Kabupaten/Kota
2 	8 	4 	02.02 	3 	Penguatan Jejaring antar Lembaga Penyedia Layanan Peningkatan Kualitas Keluarga Tingkat Daerah Kabupaten/Kota
2 	8 	4 	02.03 	 	Penyediaan Layanan bagi Keluarga dalam Mewujudkan KG dan Hak Anak yang Wilayah Kerjanya dalam Daerah Kabupaten/Kota
2 	8 	4 	02.03 	1 	Pelaksanaan Penyediaan Layanan Komprehensif Bagi Keluarga dalam Mewujudkan KG dan Perlindungan Anak yang Wilayah Kerjanya dalam Daerah Kabupaten/Kota
2 	8 	5 	 	 	PROGRAM PENGELOLAAN SISTEM DATA GENDER DAN ANAK
2 	8 	5 	02.01 	 	Pengumpulan, Pengolahan Analisis dan Penyajian Data Gender dan Anak Dalam Kelembagaan Data Di Tingkat Daerah Kabupaten/kota
2 	8 	5 	02.01 	1 	Penyediaan Data Gender dan Anak di Kewenangan Kabupaten/Kota
2 	8 	5 	02.01 	2 	Penyajian dan Pemanfaatan Data Gender dan Anak dalam Kelembagaan Data di Kewenangan Kabupaten/Kota
2 	8 	6 	 	 	PROGRAM PEMENUHAN HAK ANAK (PHA)
2 	8 	6 	02.01 	 	Pelembagaan PHA pada Lembaga Pemerintah, Nonpemerintah, dan Dunia Usaha Kewenangan Kabupaten/Kota
2 	8 	6 	02.01 	1 	Advokasi Kebijakan dan Pendampingan Pemenuhan Hak Anak pada Lembaga Pemerintah, NonPemerintah, Media dan Dunia Usaha Kewenangan Kabupaten/Kota
2 	8 	6 	02.01 	2 	Koordinasi dan Sinkronisasi Pelembagaan Pemenuhan Hak Anak Kewenangan Kabupaten/Kota
2 	8 	6 	02.02 	 	Penguatan dan Pengembangan Lembaga Penyedia Layanan Peningkatan Kualitas Hidup Anak Kewenangan Kabupaten/Kota
2 	8 	6 	02.02 	1 	Penyediaan Layanan Peningkatan Kualitas Hidup Anak Kewenangan Kabupaten/Kota
2 	8 	6 	02.02 	2 	Koordinasi dan Sinkronisasi Pelaksanaan Pendampingan Peningkatan Kualitas Hidup Anak Tingkat Daerah Kabupaten/Kota
2 	8 	6 	02.02 	3 	Pengembangan Komunikasi, Informasi dan Edukasi Pemenuhan Hak Anak bagi Lembaga Penyedia Layanan Peningkatan Kualitas Hidup Anak Tingkat Daerah Kabupaten/Kota
2 	8 	6 	02.02 	4 	Penguatan Jejaring antar Lembaga Penyedia Layanan Peningkatan Kualitas Hidup Anak Tingkat Daerah Kabupaten/Kota
2 	8 	7 	 	 	PROGRAM PERLINDUNGAN KHUSUS ANAK
2 	8 	7 	02.01 	 	Pencegahan Kekerasan Terhadap Anak yang Melibatkan para Pihak Lingkup Daerah Kabupaten/Kota
2 	8 	7 	02.01 	1 	Advokasi Kebijakan dan Pendampingan Pelaksanaan Kebijakan, Program dan Kegiatan Pencegahan Kekerasan terhadap Anak Kewenangan Kabupaten/Kota
2 	8 	7 	02.01 	2 	Koordinasi dan Sinkronisasi Pencegahan Kekerasan terhadap Anak Kewenangan Kabupaten/Kota
2 	8 	7 	02.02 	 	Penyediaan Layanan bagi Anak yang Memerlukan Perlindungan Khusus yang Memerlukan Koordinasi Tingkat Daerah Kabupaten/Kota
2 	8 	7 	02.02 	1 	Penyediaan Layanan Pengaduan Masyarakat bagi Anak yang Memerlukan Perlindungan Khusus Tingkat Daerah Kabupaten/Kota
2 	8 	7 	02.02 	2 	Koordinasi dan Sinkronisasi Pelaksanaan Pendampingan Anak yang Memerlukan Perlindungan Khusus Kewenangan Kabupaten/Kota
2 	8 	7 	02.02 	3 	Pengembangan Komunikasi, Informasi dan Edukasi Anak yang Memerlukan Perlindungan Khusus Kewenangan Kabupaten/Kota
2 	8 	7 	02.02 	4 	Penguatan Jejaring antar Lembaga Penyedia Layanan Anak yang Memerlukan Perlindungan Khusus Kewenangan Kabupaten/Kota
2 	8 	7 	02.03 	 	Penguatan dan Pengembangan Lembaga Penyedia Layanan bagi Anak yang Memerlukan Perlindungan Khusus Tingkat Daerah Kabupaten/Kota
2 	8 	7 	02.03 	1 	Koordinasi dan Sinkronisasi Penyediaan Sarana Prasarana Layanan bagi Anak yang Memerlukan Perlindungan Khusus Tingkat Daerah Kabupaten/Kota
2 	8 	7 	02.03 	2 	Koordinasi dan Sinkronisasi Peningkatan Kapasitas Sumber Daya Lembaga Penyedia Layanan Anak yang Memerlukan Perlindungan Khusus Tingkat Daerah Kabupaten/Kota
2 	8 	7 	02.03 	3 	Koordinasi dan Sinkronisasi Penguatan Jejaring Antar Lembaga Penyedia Layanan Anak yang Memerlukan Perlindungan Khusus Tingkat Daerah Kabupaten/Kota
2 	9 	 	 	 	URUSAN PEMERINTAHAN BIDANG PANGAN
2 	9 	2 	 	 	PROGRAM PENGELOLAAN SUMBERDAYA EKONOMI UNTUK KEDAULATAN DAN KEMANDIRIAN PANGAN
2 	9 	2 	02.01 	 	Penyediaan Infrastruktur dan Seluruh Pendukung Kemandirian Pangan Sesuai Kewenangan Daerah Kabupaten/Kota
2 	9 	2 	02.01 	1 	Penyediaan Infrastruktur Lumbung Pangan
2 	9 	2 	02.01 	2 	Penyediaan Infrastruktur Lantai Jemur
2 	9 	2 	02.01 	3 	Penyediaan Infrastruktur Pendukung Kemandirian Pangan Lainnya
2 	9 	2 	02.01 	4 	Koordinasi dan Sinkronisasi dalam Rangka Penyediaan Infrastruktur Logistik
2 	9 	2 	02.01 	5 	Penyusunan Rencana dan Peta Jalan Kebutuhan Infrastruktur Pendukung Kemandirian Pangan
2 	9 	3 	 	 	PROGRAM Peningkatan DIVERSIFIKASI DAN KETAHANAN PANGAN MASYARAKAT
2 	9 	3 	02.01 	 	Penyediaan dan Penyaluran Pangan Pokok atau Pangan Lainnya sesuai dengan Kebutuhan Daerah Kabupaten/Kota dalam Rangka Stabilisasi Pasokan dan Harga Pangan
2 	9 	3 	02.01 	1 	Penyediaan Informasi Harga Pangan dan Neraca Bahan Makanan
2 	9 	3 	02.01 	2 	Penyediaan Pangan Berbasis Sumber Daya Lokal
2 	9 	3 	02.01 	3 	Koordinasi, Sinkronisasi dan Pelaksanaan Distribusi Pangan Pokok dan Pangan Lainnya
2 	9 	3 	02.01 	4 	Pemantauan Stok, Pasokan dan Harga Pangan
2 	9 	3 	02.01 	5 	Pengembangan Kelembagaan dan Jaringan Distribusi Pangan
2 	9 	3 	02.01 	6 	Pengembangan Kelembagaan Usaha Pangan Masyarakat dan Toko Tani Indonesia
2 	9 	3 	02.02 	 	Pengelolaan dan Keseimbangan Cadangan Pangan Kabupaten/Kota
2 	9 	3 	02.02 	1 	Koordinasi dan Sinkronisasi Pengendalian Cadangan Pangan Kabupaten/Kota
2 	9 	3 	02.02 	2 	Penyusunan Rencana Kebutuhan Pangan Lokal
2 	9 	3 	02.02 	3 	Pengadaan Cadangan Pangan Pemerintah Kabupaten/Kota
2 	9 	3 	02.02 	4 	Pemeliharaan Cadangan Pangan Pemerintah Kabupaten/Kota
2 	9 	3 	02.03 	 	Penentuan Harga Minimum Daerah untuk Pangan Lokal yang tidak Ditetapkan oleh Pemerintah Pusat dan Pemerintah Provinsi
2 	9 	3 	02.03 	1 	Koordinasi dan Sinkronisasi Penentuan Harga Minimum Pangan Pokok Lokal
2 	9 	3 	02.04 	 	Pelaksanaan Pencapaian Target Konsumsi Pangan Perkapita/Tahun sesuai dengan Angka Kecukupan Gizi
2 	9 	3 	02.04 	1 	Penyusunan dan Penetapan Target Konsumsi Pangan per Kapita per Tahun
2 	9 	3 	02.04 	2 	Pemberdayaan Masyarakat dalam Penganekaragaman Konsumsi Pangan Berbasis Sumber Daya Lokal
2 	9 	3 	02.04 	3 	Koordinasi dan Sinkronisasi Pemantauan dan Evaluasi Konsumsi per Kapita per Tahun
2 	9 	4 	 	 	PROGRAM PENANGANAN KERAWANAN PANGAN
2 	9 	4 	02.01 	 	Penyusunan Peta Kerentanan dan Ketahanan Pangan Kecamatan
2 	9 	4 	02.01 	1 	Penyusunan, Pemutakhiran dan Analisis Peta Ketahanan dan Kerentanan Pangan
2 	9 	4 	02.02 	 	Penanganan Kerawanan Pangan Kewenangan Kabupaten/Kota
2 	9 	4 	02.02 	1 	Koordinasi dan Sinkronisasi Penanganan Kerawanan Pangan Kabupaten/Kota
2 	9 	4 	02.02 	2 	Pelaksanaan Pengadaan, Pengelolaan, dan Penyaluran Cadangan Pangan pada Kerawanan Pangan yang Mencakup dalam 1 (Satu) Daerah Kabupaten/Kota
2 	9 	5 	 	 	PROGRAM Pengawasan KEAMANAN PANGAN
2 	9 	5 	02.01 	 	Pelaksanaan Pengawasan Keamanan Pangan Segar Daerah Kabupaten/Kota
2 	9 	5 	02.01 	1 	Penguatan Kelembagaan Keamanan Pangan Segar Daerah Kabupaten/Kota
2 	9 	5 	02.01 	2 	Sertifikasi Keamanan Pangan Segar Asal Tumbuhan Daerah Kabupaten/Kota
2 	9 	5 	02.01 	3 	Registrasi Keamanan Pangan Segar Asal Tumbuhan Daerah Kabupaten/Kota
2 	9 	5 	02.01 	4 	Rekomendasi Keamanan Pangan Segar Asal Tumbuhan Daerah Kabupaten/Kota
2 	9 	5 	02.01 	5 	Penyediaan Sarana dan Prasarana Pengujian Mutu dan Keamanan Pangan Segar Asal Tumbuhan Daerah Kabupaten/Kota
2 	10 	 	 	 	URUSAN PEMERINTAHAN BIDANG PERTANAHAN
2 	10 	2 	 	 	PROGRAM PENGELOLAAN IZIN LOKASI
2 	10 	2 	02.01 	 	Pemberian Izin Lokasi Dalam 1 (satu) Daerah Kabupaten/Kota
2 	10 	2 	02.01 	1 	Koordinasi dan Sinkronisasi Pemberian Izin Lokasi dalam Rangka Penanaman Modal dan Kemudahan Berusaha
2 	10 	3 	 	 	PROGRAM PENGADAAN TANAH UNTUK KEPENTINGAN UMUM - Tidak Ada Kewenangan
2 	10 	4 	 	 	PROGRAM PENYELESAIAN SENGKETA TANAH GARAPAN
2 	10 	4 	02.01 	 	Penyelesaian Sengketa Tanah Garapan dalam Daerah Kabupaten/Kota.
2 	10 	4 	02.01 	1 	Inventarisasi Sengketa, Konflik, dan Perkara Pertanahan dalam 1 (Satu) Daerah Kabupaten/Kota.
2 	10 	4 	02.01 	2 	Mediasi Penyelesaian Sengketa Tanah Garapan Dalam 1 (Satu) Daerah Kabupaten/Kota.
2 	10 	5 	 	 	PROGRAM PENYELESAIAN GANTI KERUGIAN DAN SANTUNAN TANAH UNTUK PEMBANGUNAN
2 	10 	5 	02.01 	 	Penyelesaian Masalah Ganti Kerugian dan Santunan Tanah untuk Pembangunan oleh Pemerintah Daerah Kabupaten/Kota
2 	10 	5 	02.01 	1 	Penetapan Daftar Masyarakat Penerima Santunan Tanah dalam 1 (satu) Daerah Kabupaten/Kota
2 	10 	5 	02.01 	2 	Koordinasi dan Sinkronisasi Penyelesaian Masalah Ganti Kerugian dan Santunan Tanah Untuk Pembangunan oleh Pemerintah Daerah Kabupaten/Kota
2 	10 	6 	 	 	PROGRAM REDISTRIBUSI TANAH, SERTA GANTI KERUGIAN PROGRAM TANAH KELEBIHAN MAKSIMUM DAN TANAH ABSENTEE
2 	10 	6 	02.01 	 	Penetapan Subyek dan Obyek Redistribusi Tanah Serta Ganti Kerugian Tanah Kelebihan Maksimum dan Tanah Absentee dalam 1 (satu) Daerah Kabupaten/Kota
2 	10 	6 	02.01 	1 	Inventarisasi Subyek dan Obyek Redistribusi Tanah
2 	10 	6 	02.01 	2 	Inventarisasi dan Rekomendasi Obyek Redistribusi Tanah
2 	10 	6 	02.01 	3 	Koordinasi Penyelenggaraan redistribusi Tanah Obyek Reforma agraria dalam 1 (satu) Kabupaten/kota
2 	10 	6 	02.01 	4 	Koordinasi dan Sinkronisasi Penataan Akses Dalam Pemanfaatan Redistribusi Tanah dalam 1 (satu) Kabupaten/kota
2 	10 	7 	 	 	PROGRAM Penetapan TANAH ULAYAT
2 	10 	7 	02.01 	 	Penetapan Tanah Ulayat yang Lokasinya dalam Daerah Kabupaten/Kota
2 	10 	7 	02.01 	1 	Koordinasi dan Sinkronisasi Survei dan Pemetaan Batas Tanah Ulayat dalam 1 (satu) Daerah Kabupaten/Kota
2 	10 	7 	02.01 	2 	Koordinasi dan Sinkronisasi Pengakuan dan Pengukuhan Masyarakat Hukum Adat dalam 1 (satu) Daerah Kabupaten/Kota
2 	10 	7 	02.01 	3 	Penetapan Tanah Ulayat Lintas Daerah Kabupaten/Kota dalam 1 (satu) Daerah Kabupaten/Kota sesuai dengan Ketentuan Peraturan Perundang-Undangan yang Berlaku
2 	10 	8 	 	 	PROGRAM PENGELOLAAN TANAH KOSONG
2 	10 	8 	02.01 	 	Penyelesaian Masalah Tanah Kosong
2 	10 	8 	02.01 	1 	Koordinasi dan Sinkronisasi Penyelesaian Tanah Kosong di Dalam 1 (Satu) Daerah Provinsi
2 	10 	8 	02.02 	 	Inventarisasi dan Pemanfaatan Tanah Kosong
2 	10 	8 	02.02 	1 	Pelaksanaan Inventarisasi Tanah Kosong
2 	10 	8 	02.02 	2 	Pemanfaatan Tanah Kosong
2 	10 	9 	 	 	PROGRAM PENGELOLAAN IZIN MEMBUKA TANAH
2 	10 	9 	02.01 	 	Penerbitan Izin Membuka Tanah
2 	10 	9 	02.01 	1 	Koordinasi dan Sinkronisasi Pemberian Izin Membuka Tanah
2 	10 	9 	02.01 	2 	Pengendalian Pemanfaatan Tanah Negara
2 	10 	10 	 	 	PROGRAM PENATAGUNAAN TANAH
2 	10 	10 	02.01 	 	Penggunaan Tanah yang Hamparannya dalam Satu Daerah Kabupaten/Kota
