id,kodedesa,Tahun,Provinsi,Kabupaten,Kecamatan,Desa,No_Reg,Nama_Bumdes,Perdes_Bumdes,Kades,Unit_Usaha,Alamat,AD_ART,SOP,Email,FB,TWITTER,IG,Aplikasi_Bumdes
157,3327142006,2000,JAWA TENGAH,PEMALANG,AMPELGADING,KEMUNING,,, / ,,,,,,,,,,
158,3327142006,2000,JAWA TENGAH,PEMALANG,AMPELGADING,KARANGTALOK,3327111003,NGUDI MULYO,Apr-16,KARNOTO,-,jalan raya karangtalok no 12,-,-,karangtalok@desakupemalang.id,-,-,-,karangtalok.desakupemalang.id
159,3327142006,2000,JAWA TENGAH,PEMALANG,AMPELGADING,WONOGIRI,3327111004,GIRI MANDIRI,Mar-17,H hery agus sugiharto,"Air Minum Desa, Barang Sewaan Lainnya, Kios pupuk, Kegiatan Bisnis Produktif Lainnya, ",jl Sawunggaling no 1 dsea Wonogiri kec ampelgading,Ada,Ada,wandicombi81@gmail.com,-,-,-,-
160,3327142006,2000,JAWA TENGAH,PEMALANG,AMPELGADING,BLIMBING,,, / ,,,,,,,,,,
161,3327142006,2000,JAWA TENGAH,PEMALANG,AMPELGADING,AMPELGADING,,, / ,,,,,,,,,,
162,3327142006,2000,JAWA TENGAH,PEMALANG,AMPELGADING,CIBIYUK,3327111001,Makmur Mandiri,Jun-16,Karsidi,-,"Desa Cibiyuk, Kec. Ampelgading, Kab. Pemalang",Ada,Ada,cibiyukmakmurmandiri@gmail.com,-,-,-,-
163,3327142006,2000,JAWA TENGAH,PEMALANG,AMPELGADING,KARANGTENGAH,,, / ,,,,,,,,,,
164,3327142006,2000,JAWA TENGAH,PEMALANG,AMPELGADING,BANGLARANGAN,,, / ,,,,,,,,,,
165,3327142006,2000,JAWA TENGAH,PEMALANG,AMPELGADING,LOSARI,,, / ,,,,,,,,,,
166,3327142006,2000,JAWA TENGAH,PEMALANG,AMPELGADING,UJUNGGEDE,,, / ,,,,,,,,,,
167,3327142006,2000,JAWA TENGAH,PEMALANG,AMPELGADING,JATIREJO,,, / ,,,,,,,,,,
168,3327142006,2000,JAWA TENGAH,PEMALANG,AMPELGADING,KEBAGUSAN,3327111002,BAGUS MULIA,May-19,Imam Widodo,"Barang Sewaan Lainnya, ","Jl.  Raya Kebagusan KM 3 Desa Kebagusan,  Kec.  Ampelgading ",Ada,Ada,bumdes.bagusmulia@gmail.com,https://www.facebook.com/bagusmulia.kebagusan.5,-,-,www.bumdes.bagusmulia.com
169,3327142006,2000,JAWA TENGAH,PEMALANG,AMPELGADING,SIDOKARE,,, / ,,,,,,,,,,
170,3327142006,2000,JAWA TENGAH,PEMALANG,AMPELGADING,TEGALSARI BARAT,,, / ,,,,,,,,,,
171,3327142006,2000,JAWA TENGAH,PEMALANG,COMAL,TUMBAL,,, / ,,,,,,,,,,
172,3327142006,2000,JAWA TENGAH,PEMALANG,COMAL,PECANGAKAN,3327121002,Maju Sejahtera,16 / 2017,Dwi Susanto,"BUMDes Mart, ",Jl. Merapi Raya No. 11-13 Rt. 02 Rw. 05,Ada,Ada,mspecangakan@gmail.com,-,-,-,-
173,3327142006,2000,JAWA TENGAH,PEMALANG,COMAL,SIKAYU,3327121003,Berkah Bersama,May-17,Mochamad Nasir,-,Jalan Garuda No. 117,Ada,Ada,sikayu@desakupemalang.id,-,-,-,-
174,3327142006,2000,JAWA TENGAH,PEMALANG,COMAL,PURWOSARI,,, / ,,,,,,,,,,
175,3327142006,2000,JAWA TENGAH,PEMALANG,COMAL,SIDOREJO,,, / ,,,,,,,,,,
176,3327142006,2000,JAWA TENGAH,PEMALANG,COMAL,LOWA,3327121001,MAKMUR SEJATI,Jan-17,Makmuri,-,jln. Cendana no. 27,Ada,Ada,indahk478@gmail.com,-,-,-,-
177,3327142006,2000,JAWA TENGAH,PEMALANG,COMAL,AMBOKULON,3327121004,Bhakti Winangun,Jan-17,Muksinin,-,Desa Ambokulon Kec. Comal Kab. Pemalang,Ada,Ada,-,-,-,-,-
178,3327142006,2000,JAWA TENGAH,PEMALANG,COMAL,GANDU,3327121005,MAKMUR JAYA,Jun-17,SOLIKHIN,-,DESA GANDU KECAMATAN COMAL KABUPATEN PEMALANG,Ada,Ada,gandu@desakupemalang.id,-,-,-,-
179,3327142006,2000,JAWA TENGAH,PEMALANG,COMAL,GEDEG,,, / ,,,,,,,,,,
180,3327142006,2000,JAWA TENGAH,PEMALANG,COMAL,GINTUNG,,, / ,,,,,,,,,,
181,3327142006,2000,JAWA TENGAH,PEMALANG,COMAL,SARWODADI,,, / ,,,,,,,,,,
182,3327142006,2000,JAWA TENGAH,PEMALANG,COMAL,SUSUKAN,,, / ,,,,,,,,,,
183,3327142006,2000,JAWA TENGAH,PEMALANG,COMAL,KLEGEN,,, / ,,,,,,,,,,
184,3327142006,2000,JAWA TENGAH,PEMALANG,COMAL,WONOKROMO,,, / ,,,,,,,,,,
185,3327142006,2000,JAWA TENGAH,PEMALANG,COMAL,KEBOJONGAN,,, / ,,,,,,,,,,
186,3327142006,2000,JAWA TENGAH,PEMALANG,COMAL,KANDANG,,, / ,,,,,,,,,,
187,3327142006,2000,JAWA TENGAH,PEMALANG,COMAL,KAUMAN,3327121006,Sukses Sejahtera,Feb-17,Fuad Zen,-,Jl Raya Kauman No. 9a RT 04 RW 01,Ada,-,-,-,-,-,-
188,3327142006,2000,JAWA TENGAH,PEMALANG,ULUJAMI,SUKOREJO,,, / ,,,,,,,,,,
189,3327142006,2000,JAWA TENGAH,PEMALANG,ULUJAMI,BOTEKAN,,, / ,,,,,,,,,,
190,3327142006,2000,JAWA TENGAH,PEMALANG,ULUJAMI,ROWOSARI,3327131005,KARYA MUDA SEMBADA,Jan-17,HERI AGUS RIYANTO Spd,"Barang Sewaan Lainnya, ",jl. Pejaten no.2 desa Rowosari kecamatan Ulujami kabupaten Pemalang provinsi Jawa tengah,-,-,karyamudasembada@gmail.com,-,-,-,-
191,3327142006,2000,JAWA TENGAH,PEMALANG,ULUJAMI,AMBOWETAN,3327131004,USAHA SEJAHTERA,0007 / 2017,"Agus Kusyanto, S.Pd","Kredit Simpan Pinjam, Barang Sewaan Lainnya, Rumah Pangan Kita (RPK), Air Minum Desa, ",Jl. Sedap Malam Desa Ambowetan Ulujami Pemalang Jateng,Ada,Ada,abuambo@gmail.com,-,-,-,-
192,3327142006,2000,JAWA TENGAH,PEMALANG,ULUJAMI,PAGERGUNUNG,3327131003,Parikesit,Feb-18,Alimin,-,jl. Raya Pagergunung,-,-,bumdesparikesitpgg@outlook.com,-,-,-,-
193,3327142006,2000,JAWA TENGAH,PEMALANG,ULUJAMI,WIYOROWETAN,3327131002,Mandiri Sejahtera,Mar-17,Utoyo Utomo,-,Jalan Desa Wiyorowetan,Ada,-,bumdesmandirisejahtera83@gmail.com,-,-,-,-
194,3327142006,2000,JAWA TENGAH,PEMALANG,ULUJAMI,SAMONG,,, / ,,,,,,,,,,
195,3327142006,2000,JAWA TENGAH,PEMALANG,ULUJAMI,TASIKREJO,,, / ,,,,,,,,,,
196,3327142006,2000,JAWA TENGAH,PEMALANG,ULUJAMI,BUMIREJO,,, / ,,,,,,,,,,
197,3327142006,2000,JAWA TENGAH,PEMALANG,ULUJAMI,KALIPRAU,3327131006,KALIPRAU,Mar-17,PURWADI,"Kredit Simpan Pinjam, ",Jalan Desa Kaliprau RT 06 RW 03 Kecamtan Ulujami Kabupaten Pemalang,Ada,Ada,BUMDesa.Kaliprau@gmail.com,https://web.facebook.com/bumdesa.kaliprau,https://twitter.com/BKaliprau,https://www.instagram.com/bumdesakaliprau/?hl=id,www.bumdesakaliprau.wordpress.com
198,3327142006,2000,JAWA TENGAH,PEMALANG,ULUJAMI,KERTOSARI,,, / ,,,,,,,,,,
199,3327142006,2000,JAWA TENGAH,PEMALANG,ULUJAMI,PAMUTIH,,, / ,,,,,,,,,,
200,3327142006,2000,JAWA TENGAH,PEMALANG,ULUJAMI,PADEK,,, / ,,,,,,,,,,
201,3327142006,2000,JAWA TENGAH,PEMALANG,ULUJAMI,BLENDUNG,3327131007,mandiri sejahtera,Feb-17,Riyanto,-,DS Blendung rt 01 RW 06 kec Ulujami kab Pemalang,Ada,-,mandirisejahterablendung@gmail.com,-,-,-,-
202,3327142006,2000,JAWA TENGAH,PEMALANG,ULUJAMI,KETAPANG,3327131001,Kapang Sejahteta,114 / 2017,Rudi Hartono,-,jl desa ketapang rt 01 rw 02,Ada,Ada,wiwiknoviah021191@gmail.com,-,-,-,-
203,3327142006,2000,JAWA TENGAH,PEMALANG,ULUJAMI,LIMBANGAN,,, / ,,,,,,,,,,
204,3327142006,2000,JAWA TENGAH,PEMALANG,ULUJAMI,MOJO,,, / ,,,,,,,,,,
205,3327142006,2000,JAWA TENGAH,PEMALANG,ULUJAMI,PESANTREN,,, / ,,,,,,,,,,
206,3327142006,2000,JAWA TENGAH,PEMALANG,WARUNGPRING,PAKEMBARAN,,, / ,,,,,,,,,,
207,3327142006,2000,JAWA TENGAH,PEMALANG,WARUNGPRING,WARUNGPRING,3327141002,SEJAHTERA ABADI ,007 / 2017,M. Yusuf ,-,Jln Warungpring no 45 Rt 01/01 Dusun Kerajan Warungpring. ,-,-,bumdeswrp@gmail.com,genjo_aly@Yahoo.com ,-,-,-
208,3327142006,2000,JAWA TENGAH,PEMALANG,WARUNGPRING,KARANGDAWA,,, / ,,,,,,,,,,
209,3327142006,2000,JAWA TENGAH,PEMALANG,WARUNGPRING,DATAR,,, / ,,,,,,,,,,
210,3327142006,2000,JAWA TENGAH,PEMALANG,WARUNGPRING,CIBUYUR,3327141001,BUMDES CIBUYUR MANDIRI,141 / 2017,yoyok kusnodo,-,krajan rt1 rw 1 cibuyur,-,-,bumdescbymandiri@gmail.com,cibuyur mandiri,@BumdesCibuyur,@cibuyurmandiri,www.cibuyurmandiri.com
211,3327142006,2000,JAWA TENGAH,PEMALANG,WARUNGPRING,MERENG,3327141003,Jaga mulya,Mar-17,Andri Irawan,-,jl pringading 9 ,Ada,Ada,toirinaw@gmail.com,123456,123456,123456,123456
